url,GTIN,Product Name,Description,Ingredients,Pack Size,Product Format,Slice Weight,Product Performance,Item Type,Slice Length,Slice Width
pasteurized-process-pepper-jack-cheese-product-restricted-melt-1-4-diced-4-5/,071505955836,PASTEURIZED PROCESS PEPPER JACK CHEESE PRODUCT RESTRICTED MELT 1/4″ DICED – 4/5#,"This diced cheese will help you spice up your menu with the perfect blend of flavor and convenience. It has a slightly salty Monterey Jack flavor profile complemented by a hint of mild heat from peppers that will add a kick to any culinary creation. And, because it’s already diced for consistent cut and quality, it’s easy to add to baked bread, stuffed sausages, burgers, and more. Plus, it’s designed to withstand high-heat situations and freeze thaw applications, ensuring that every bite looks and tastes spectacular.","MONTEREY JACK AND AMERICAN PASTEURIZED PROCESS CHEESE PRODUCT WITH JALAPENOS (MILK, WATER, CREAM, SODIUM PHOSPHATE, SALT, JALAPENO PEPPERS, CHEESE CULTURE, SORBIC ACID [PRESERVATIVE], COLOR ADDED, ENZYMES), POWDERED CELLULOSE ADDED TO PREVENT CAKING, NATAMYCIN (A NATURAL MOLD INHIBITOR). CONTAINS: MILK",4/5#,Shredded,,HOT APPLICATION - RESTRICTED MELT,PROCESSED CHEESE,,
schreiber-skim-milk-6-32-fl-oz/,071505024013,SCHREIBER SKIM MILK 6/32 FL OZ,"Looking to offer your customers great flavor with the lowest fat content available? Our skim milk helps you do just that across your entire menu. From more complex baking applications to simple dishes like cereal, or even just pouring a tall glass for a refreshing sip, its creamy texture and rich taste help you create an unforgettable experience every time. And, with extended shelf life and efficient one-quart cartons, you can maximize your storage space while delighting all those you serve.","NONFAT MILK, VITAMIN A PALMITATE, VITAMIN D3. CONTAINS: MILK",6/32FLOZ,Milk,,Ready to Drink,BEVERAGES,,
schreiber-gouda-slices-6-1-5-twin-stack-32-slices/,071505022262,SCHREIBER GOUDA SLICES – 6/1.5# TWIN STACK 32 SLICES,"Crafted with the utmost care, Schreiber Gouda Slices have a creamy, full flavor that’s nutty, sweet, and guaranteed to delight your consumers’ taste buds. With a smooth, dense, and crumbly texture, they’re perfect for adding that extra touch of indulgence to burgers, sandwiches, soups, and sauces. And, with two separate stacks of cheese slices, you’ll enjoy consistent cut and quality every time, reducing labor costs and eliminating product waste.","PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES, COLOR ADDED. CONTAINS: MILK",6/1.5#,Slice,0.75oz.,Cold Application; Hot Application - Internal Melt,NATURAL CHEESE,3.5,3.66
american-heritage-provolone-slices-8-6oz-shingle-8-slices/,071505017916,AMERICAN HERITAGE PROVOLONE SLICES – 8/6OZ SHINGLE 8 SLICES,"This sliced Provolone cheese will make your life easier and your dishes even tastier. Whether you’re crafting cold deli subs or hot philly cheesesteak sandwiches, the buttery, mild, tangy flavor profile will take your dishes from delicious to irresistible. And with their consistent cut and quality, they’re great at helping you reduce labor costs and eliminate product waste.","PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES. CONTAINS: MILK",8/6OZ,Slice,0.75oz.,Cold Application; Hot Application - Internal Melt,NATURAL CHEESE,3.5,3.5
raskas-cream-cheese-spread-6-pack-portion-control-cup-36-1oz/,071505017404,RASKAS CREAM CHEESE SPREAD 6 PACK PORTION CONTROL CUP – 36/1OZ,"Want to add a creamy touch to your offerings? These cream cheese portion cups are the perfect solution. With their soft, spreadable texture and mild flavor profile, they’re versatile enough to enhance a variety of dishes. Whether you’re spreading them on a bagel or pastry, mixing them into a flavorful spread, or incorporating them into sandwiches and wraps, these cream cheese portion cups will elevate your kitchen creations effortlessly. Plus, their convenient size makes them easy to store and serve on breakfast buffets.","PASTEURIZED MILK AND CREAM, CHEESE CULTURE, SALT, GUAR GUM, CITRIC ACID, XANTHAN GUM, CAROB BEAN GUM, NATAMYCIN (A NATURAL MOLD INHIBITOR). CONTAINS: MILK",6/36/1OZ,Portion,,SPREADING,CREAM CHEESE,,
schreiber-yellow-pasteurized-process-american-slices-4-5-flow-through-wrapper-120-slices/,071505014069,SCHREIBER YELLOW PASTEURIZED PROCESS AMERICAN SLICES – 4/5# FLOW THROUGH WRAPPER 120 SLICES,"Whether you’re topping juicy burgers, making perfectly golden, grilled cheese sandwiches, or creating a crispy chicken sandwich, the smooth and melty texture of Schreiber Yellow Pasteurized Process American Slices is going to help you elevate every dish to gourmet status. And, with its horizontal stack and EZ Pick staggered slices, kitchen prep becomes effortless, ensuring easy separation, minimal waste, and unforgettable flavor in every bite.","MILK, CREAM, WATER, SODIUM CITRATE, SALT, CHEESE CULTURE, SORBIC ACID (PRESERVATIVE), CITRIC ACID, ENZYMES, SOY LECITHIN, COLOR ADDED. CONTAINS: MILK, SOY",4/5#,Slice,0.67oz.,Hot Application - Internal Melt,PROCESSED CHEESE,3.375,3.375
schreiber-yellow-pasteurized-process-restricted-melt-american-slices-4-5-184-slices/,071505013857,SCHREIBER YELLOW PASTEURIZED PROCESS RESTRICTED MELT AMERICAN SLICES – 4/5# 184 SLICES,"Bring some sizzle to your grilling game using a creamy, delicious process cheese That’s crafted to withstand high heat. With an innovative horizontal stack and EZ Pick slices, separating and adding a decadent layer of flavor has never been easier. Simply put, it’s the best cheese for freeze and reheat applications like breakfast sandwiches and burritos or high heat applications like stuffed burgers. We’d say get ready for pure cheesy perfection, but there’s no prep needed. So, it looks like you and your consumers can just relax and enjoy.","MILK, WATER, CREAM, SODIUM CITRATE, SALT, CHEESE CULTURE, TETRASODIUM PYROPHOSPHATE, SORBIC ACID (PRESERVATIVE), ENZYMES, SOY LECITHIN, CITRIC ACID, COLOR ADDED. CONTAINS: MILK, SOY",4/5#,Slice,0.43oz.,Hot Application - Restricted Melt,PROCESSED CHEESE,3,3
pauly-cream-cheese-baking-ingredient-bulk-1-30/,7027260043,PAULY CREAM CHEESE BAKING INGREDIENT BULK – 1/30#,"With a unique formulation this cream cheese is the perfect choice for adding richness and flavor to your menu. Whether baked into cheesecakes, frostings, dips, or pastries, its mild flavor profile with cultured dairy notes makes it easy to delight even the most demanding taste buds. And the larger packaging helps eliminate hassle and waste making it perfect for high-volume applications.","PASTEURIZED MILK AND CREAM, CHEESE CULTURE, SALT, CAROB BEAN GUM, GUAR GUM. CONTAINS: MILK",1/30#,Bulk,,Baking/Frosting,CREAM CHEESE,,
pauly-colby-jack-mini-longhorn-2-6-random-weight/,030900464930,PAULY COLBY JACK MINI LONGHORN – 2/6# RANDOM WEIGHT,"This Pauly Colby Jack Loaf is the perfect combination of convenience and versatility. With its mild, sweet, and tangy flavor profile, it’s easy to add a burst of flavor to any dish. Plus, its slightly soft body and curdy texture make it ideal for shredding or slicing. So, whether you’re crafting sandwiches, burgers, omelets, pasta, or quesadillas, you’ve found the perfect cheese.","PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES, ANNATTO COLOR (IN COLBY CHEESE). CONTAINS: MILK",2/6#R,Chunk,,Ready to Eat,NATURAL CHEESE,,
schreiber-mild-cheddar-snack-bar-2-50-75oz/,071505015295,SCHREIBER MILD CHEDDAR SNACK BAR – 2/50/.75OZ,"For an easy on-the-go snack for consumers, Schreiber Mild Cheddar Snack Bars offer a convenient and prepackaged cheese solution. The full, rich flavor profile, followed by a beloved sweet Cheddar flavor in each bite, entices consumers to keep coming back for these snack offerings.","PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES, COLOR ADDED. CONTAINS: MILK",2/50/.75,Snack,,Ready to Eat,NATURAL CHEESE,,
schreiber-medium-cheddar-loaf-2-5/,071505016452,SCHREIBER MEDIUM CHEDDAR LOAF – 2/5#,"Schreiber Medium Cheddar promises unbeatable quality and performance for those who prefer to shred, slice, or cube straight from the block. It has a clean, moderately sharp flavor profile followed by a hint of sweetness and a firm body makes it ideal for shredding, slicing, or cubing. it’s never been easier to add a deliciously creamy touch to sandwiches, burgers, omelets, pasta, soups and more.","PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES, COLOR ADDED. CONTAINS: MILK",2/5#,Chunk,,Ready to Eat,NATURAL CHEESE,,
raskas-neufchatel-bulk-1-30/,030900003030,RASKAS NEUFCHATEL BULK – 1/30#,"With its reduced fat and calorie content, this is the perfect option for health-conscious consumers without compromising on flavor or quality. It has a clean, mild flavor profile with subtle cultured dairy notes and a smooth, medium-firm texture that makes it a versatile ingredient for both sweet and savory dishes. So, whether you’re whipping up cheesecakes, frostings, dips, or savory spreads, it delivers rich, creamy goodness in every bite.","PASTEURIZED MILK AND CREAM, SKIM MILK, CHEESE CULTURE, SALT, GUAR GUM, XANTHAN GUM, CAROB BEAN GUM. CONTAINS: MILK",1/30#,Bulk,,Baking/Frosting; Spreading,CREAM CHEESE,,
culinary-cream-cheese-spread-bulk-1-30/,071505002165,CULINARY CREAM CHEESE SPREAD BULK – 1/30#,"This cream cheese features a soft, creamy texture and clean, mild flavor profile, making it a versatile kitchen essential. Whether you’re whipping up sandwiches, wraps, sauces, dips, dressings, or desserts, this Culinary Cream Cheese Spread will help you make things even more delicious. It even holds up beautifully in fried applications and is freeze-thaw stable, so there’s no limit to what it can do for your operation.","PASTEURIZED MILK AND CREAM, WATER, WHEY PROTEIN CONCENTRATE, SALT, CHEESE CULTURE, MODIFIED FOOD STARCH, GUAR GUM, POTASSIUM SORBATE (PRESERVATIVE), LACTIC ACID, XANTHAN GUM, CAROB BEAN GUM, NATURAL FLAVOR, ENZYMES. CONTAINS: MILK",1/30#,Bulk,,Spreading,CREAM CHEESE,,
schreiber-provolone-loaf-3-12-random-weight/,071505016940,SCHREIBER PROVOLONE LOAF – 3/12# RANDOM WEIGHT,"Take your sandwiches and cheesesteaks to the next level with this delectable cheese! With its buttery, mild, and tangy flavor profile, each bite is guaranteed to be unforgettable. Its circular slice cut makes it perfect for layering and creating visually appealing dishes across the board with instant cheese type recognition.","PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES. CONTAINS: MILK",3/12#R,Chunk,,Ready to Eat,NATURAL CHEESE,19.75,4
land-o-lakes-lowfat-blended-vanilla-yogurt-cup-6-2/,034500635691,LAND O LAKES LOWFAT BLENDED VANILLA YOGURT CUP – 6/2#,"Looking to add a delicious and versatile ingredient to your kitchen? We’ve got just the thing. With a vanilla flavor profile and subtle cultured dairy notes, this lowfat yogurt will please even the most discerning palates. Its smooth and creamy texture makes it perfect for a variety of applications. Whether you’re serving it as a standalone breakfast or snack item, using it as a base for mouthwatering parfaits, or blending it into irresistible smoothies, this yogurt is sure to become a consumer favorite. Plus, with its 2-pound size, it’s perfect for multiple occasions, ensuring you’ll always be ready for any culinary adventure.","CULTURED PASTEURIZED GRADE A LOW FAT MILK, SUGAR, WATER, MODIFIED FOOD STARCH, NATURAL FLAVOR, ANNATTO EXTRACT AND TURMERIC (COLOR), CARRAGEENAN, PECTIN, CITRIC ACID, VANILLA EXTRACT, VITAMIN A PALMITATE, VITAMIN D3. CONTAINS: MILK",6/2#,Large Cup,,READY TO EAT,YOGURT,,
schreiber-yellow-pasteurized-process-cheese-product-slices-4-5-flow-through-wrapper-120-slices/,071505013970,SCHREIBER YELLOW PASTEURIZED PROCESS CHEESE PRODUCT SLICES – 4/5# FLOW THROUGH WRAPPER 120 SLICES,"With a mild American flavor profile and smooth, firm texture, this cheese is the perfect addition to burgers, grilled cheese sandwiches, or even a delicious egg sandwich, but at a more cost effective price point than American cheese. Plus, with its convenient pre-portioned slices and EZ Pick staggered design, it streamlines kitchen preparation, reduces waste, and ensures hassle-free cooking every time. So go ahead, add a creamy, melty touch to all your most popular dishes!","MILK, WATER, DAIRY PRODUCT SOLIDS, SODIUM CITRATE, SALT, MODIFIED FOOD STARCH, CHEESE CULTURE, CREAM, SORBIC ACID (PRESERVATIVE), ENZYMES, CITRIC ACID, SOY LECITHIN, COLOR ADDED. CONTAINS: MILK, SOY",4/5#,Slice,0.67oz.,Hot Application - Internal Melt,PROCESSED CHEESE,3.375,3.375
cream-cheese-bulk-1-50/,070272600611,CREAM CHEESE BULK – 1/50#,"This bulk, fully cultured cream cheese is a flavor powerhouse that elevates any dish. That’s right, cream cheese isn’t just for bagels anymore. With its clean, mild taste and smooth, medium-firm texture, it’s perfect for everything from cheesecakes, frostings, and savory spreads to innovative applications like sushi, tartines, and trendy cheese teas.","PASTEURIZED MILK AND CREAM, CHEESE CULTURE, SALT, GUAR GUM, XANTHAN GUM, CAROB BEAN GUM. CONTAINS: MILK",1/50#,Bulk,,Baking/Frosting; Frying; Spreading,CREAM CHEESE,,
schreiber-soft-cream-cheese-light-portion-control-cup-100-1oz/,071505018241,SCHREIBER SOFT CREAM CHEESE LIGHT PORTION CONTROL CUP – 100/1OZ,"With its clean, mild flavor and smooth, spreadable texture, Schreiber Soft Cream Cheese Light Cups are the perfect choice for restaurants and caterers alike. Whether you’re spreading it on sandwiches or bagels, using it as a dip for a quick snack, or incorporating it into your grab-and-go application, this creamy delight is sure to impress.","PASTEURIZED MILK AND CREAM, PASTEURIZED SKIM MILK, CHEESE CULTURE, SODIUM CITRATE*, SALT, GUAR GUM, MODIFIED FOOD STARCH*, XANTHAN GUM, CAROB BEAN GUM, NATURAL FLAVOR*, VITAMIN A PALMITATE, ENZYMES. *INGREDIENT NOT IN REGULAR CREAM CHEESE CONTAINS: MILK",100/1OZ,Portion,,SPREADING,CREAM CHEESE,,
american-heritage-pepper-jack-chunk-12-8oz/,030900911540,AMERICAN HERITAGE PEPPER JACK CHUNK – 12/8OZ,"Spice up your menu with this irresistible American Heritage Pepper Jack Chunk. Packed with a buttery flavor and a kick of heat from jalapeno peppers, this cheese really is a game-changer. Whether you’re slicing it thin for sandwiches and burgers or shredding it to melt over tacos and quesadillas, you can always count on a bold flavor and creamy texture that your consumers will love.","PASTEURIZED MILK, JALAPENO PEPPERS, CHEESE CULTURE, SALT, ENZYMES. CONTAINS: MILK",12/8OZ,Chunk,,Ready to Eat,NATURAL CHEESE,,
american-heritage-mild-cheddar-fancy-shreds-12-8oz/,030900204307,AMERICAN HERITAGE MILD CHEDDAR FANCY SHREDS – 12/8OZ,"Add just the right amount of everyone’s favorite mild Cheddar flavor to any culinary creation with the finest shred available. Our mild Cheddar Shreds are a staple in every kitchen, offering convenience, ease of use and consistency for consumers. Whether it’s sprinkled atop salads or tacos for a boost of appeal or melted over pasta, pizza, or a casserole for a creamy finish, it will help elevate any dish.","CHEDDAR CHEESE (PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES, COLOR ADDED), POTATO STARCH ADDED TO PREVENT CAKING, NATAMYCIN (A NATURAL MOLD INHIBITOR). CONTAINS: MILK",12/8OZ,Shredded,,Hot Application - Internal Melt; Hot Application - Topical Melt; Cold Application,NATURAL CHEESE,,
american-heritage-soft-cream-cheese-light-cup-12-8oz/,030900111896,AMERICAN HERITAGE SOFT CREAM CHEESE LIGHT CUP – 12/8OZ,"With its clean, mild flavor and smooth, spreadable texture, American Heritage Soft Cream Cheese Light Cups are the perfect choice for restaurants and caterers alike. Whether you’re spreading it on sandwiches or bagels, using it as a dip for a quick snack, or incorporating it into your grab-and-go application, this creamy delight is sure to impress.","PASTEURIZED MILK AND CREAM, PASTEURIZED SKIM MILK, CHEESE CULTURE, SODIUM CITRATE*, SALT, GUAR GUM, MODIFIED FOOD STARCH*, XANTHAN GUM, CAROB BEAN GUM, NATURAL FLAVOR*, VITAMIN A PALMITATE, ENZYMES. *INGREDIENT NOT IN REGULAR CREAM CHEESE CONTAINS: MILK",12/8OZ,Cup,,SPREADING,CREAM CHEESE,,
schreiber-mild-cheddar-loaf-8-5/,071505016421,SCHREIBER MILD CHEDDAR LOAF – 8/5#,"Schreiber Mild Cheddar promises unbeatable quality and performance for those who prefer to shred or slice straight from the block. It has a clean, full-flavor profile with a hint of sweetness and a firm body making it ideal for shredding, slicing, or cubing. it’s never been easier to add a deliciously creamy touch to sandwiches, burgers, omelets, pasta, soups, and charcuterie boards.","PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES, COLOR ADDED. CONTAINS: MILK",8/5#,Chunk,,Ready to Eat,NATURAL CHEESE,,
land-o-lakes-lowfat-blended-strawberry-yogurt-cup-6-2/,034500635646,LAND O LAKES LOWFAT BLENDED STRAWBERRY YOGURT CUP – 6/2#,"Looking to elevate your menu with a burst of fruity goodness? This lowfat yogurt packs an irresistible punch with its clean strawberry flavor and smooth, creamy texture. Perfect for adding a refreshing twist to breakfasts and snacks or even as a base for mouthwatering parfaits and energizing smoothies. No matter how you use it, customers are in for a treat! Plus, with its 2-pound size, it’s perfect for multiple occasions, ensuring you’ll always be ready for any culinary adventure.","CULTURED PASTEURIZED GRADE A LOW FAT MILK, SUGAR, WATER, MODIFIED FOOD STARCH, STRAWBERRIES, NATURAL FLAVOR, CARRAGEENAN, PECTIN, CITRIC ACID, VEGETABLE JUICE AND BETA CAROTENE (COLOR), VITAMIN A PALMITATE, VITAMIN D3. CONTAINS: MILK",6/2#,Large Cup,,READY TO EAT,YOGURT,,
schreiber-cheddar-jack-50-50-fancy-shreds-4-5/,071505014199,SCHREIBER CHEDDAR JACK 50/50 FANCY SHREDS – 4/5#,"From salads to quesadillas and pasta to pizza, this cheese has you covered. We use a blend of 50% Mild Cheddar and 50% Monterey Jack, ensuring that each bite is bursting with flavor and the fancy shred gives a premium addition every time. It also provides you with a melty texture, making it easy to add a visually appealing twist to any dish on your menu.","CHEDDAR CHEESE (PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES, COLOR ADDED), MONTEREY JACK CHEESE (PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES), POTATO STARCH ADDED TO PREVENT CAKING, NATAMYCIN (A NATURAL MOLD INHIBITOR). CONTAINS: MILK",4/5#,Shredded,,HOT APPLICATION - INTERNAL MELT; HOT APPLICATION - TOPICAL MELT; COLD APPLICATION,NATURAL CHEESE,,
raskas-cream-cheese-bulk-1-30/,030900001975,RASKAS CREAM CHEESE BULK – 1/30#,"This bulk, fully cultured cream cheese is a flavor powerhouse that elevates any dish. That’s right, cream cheese isn’t just for bagels anymore. With its clean, mild taste and smooth, medium-firm texture, it’s perfect for everything from cheesecakes, frostings, and savory spreads to innovative applications like sushi, tartines, and trendy cheese teas.","PASTEURIZED MILK AND CREAM, CHEESE CULTURE, SALT, GUAR GUM, XANTHAN GUM, CAROB BEAN GUM. CONTAINS: MILK",1/30#,Bulk,,Baking/Frosting; Frying; Spreading,CREAM CHEESE,,
american-heritage-yellow-pasteurized-process-cheese-product-singles-12-8oz-12-slices/,030900205076,AMERICAN HERITAGE YELLOW PASTEURIZED PROCESS CHEESE PRODUCT SINGLES – 12/8OZ 12 SLICES,"Want to take your menu to the next level? We’ve got just the thing. Designed for unbeatable convenience and consistency, American Heritage Yellow Pasteurized Process Cheese Product Singles are a game-changer for any kitchen. With a slightly salty, mild American cheese flavor profile, and a smooth and medium-firm texture, they’re the perfect addition to classics like burgers, grilled cheese sandwiches, and breakfast sandwiches. And that’s only the beginning.","MILK AND SKIM MILK, CREAM, MILK PROTEIN CONCENTRATE, WHEY, MODIFIED FOOD STARCH, SODIUM CITRATE, CALCIUM PHOSPHATE, SALT, WHEY PROTEIN CONCENTRATE, DAIRY PRODUCT SOLIDS, CHEESE CULTURE, SORBIC ACID (PRESERVATIVE), CITRIC ACID, LACTIC ACID, SODIUM PHOSPHATE, ENZYMES, COLOR ADDED, VITAMIN D3. CONTAINS: MILK",12/8OZ,Singles,,Hot Application - Topical Melt,PROCESSED CHEESE,3.5,3.5
schreiber-monterey-jack-loaf-2-5/,071505016476,SCHREIBER MONTEREY JACK LOAF – 2/5#,"With that clean, buttery Monterey Jack flavor and semi-hard, slightly curdy texture, each slice of this cheese is a masterpiece waiting to happen. Perfect for grilled sandwiches, creamy macaroni and cheese, or topping pizzas and pasta bakes, it can easily be shredded or sliced for any application.","PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES. CONTAINS: MILK",2/5#,Chunk,,Ready to Eat,NATURAL CHEESE,,
schreiber-provolone-4-inch-slices-12-1-16-slices/,071505015103,SCHREIBER PROVOLONE 4 INCH SLICES – 12/1# 16 SLICES,"Our Provolone cheese has a delicious blend of buttery and tangy flavors, accompanied by a smooth and firm texture. Each circular slice measures 4 inches in diameter, providing ample coverage, making it perfect for cold deli subs or hot philly cheesesteak sandwiches. Our premium, naturally sliced cheeses are designed to make your culinary creations even better with ease and efficiency, helping you reduce labor costs and eliminate product waste.","PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES. CONTAINS: MILK",12/1#,Slice,1oz.,HOT APPLICATION - INTERNAL MELT; COLD APPLICATION,NATURAL CHEESE,4,4
schreiber-monterey-jack-slices-12-1-20-slices/,071505014823,SCHREIBER MONTEREY JACK SLICES – 12/1# 20 SLICES,"With that clean, buttery Monterey Jack flavor and semi-hard, slightly curdy texture, each slice of this cheese is a masterpiece waiting to happen. Perfect for grilled cheese sandwiches and paninis, it also features interleaf paper between slices for effortless separation and two separate stacks to cut down on prep and cleaning time.","PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES. CONTAINS: MILK",12/1#,Slice,0.8oz.,Cold Application; Hot Application - Internal Melt,NATURAL CHEESE,3.5,3.66
friendship-lowfat-plain-yogurt-tub-4-5/,071505008242,FRIENDSHIP LOWFAT PLAIN YOGURT TUB – 4/5#,"Crafted to be the perfect canvas for your culinary masterpieces, our lowfat plain yogurt helps you entice patrons with anything from tender yogurt-marinated proteins to creamy dressings and dips. And, with its smooth and creamy texture and mild flavor profile, you can effortlessly replace sour cream or mayo in your most popular recipes, offering a healthier twist without sacrificing flavor. No matter what you create, you can be sure it’s going to be delicious. Plus, with its 5-pound size, it’s perfect for multiple occasions, ensuring you’ll always be ready for any culinary adventure.","CULTURED PASTEURIZED GRADE A LOW FAT MILK, NATAMYCIN (A NATURAL MOLD INHIBITOR). CONTAINS: MILK",4/5#,Large Cup,,Ready to Eat,YOGURT,,
schreiber-swiss-loaf-sandwich-cut-6-8-9-random-weight/,071505552974,SCHREIBER SWISS LOAF SANDWICH CUT – 6/8-9# RANDOM WEIGHT,"Crafted for those who appreciate quality and performance, this cheese has a mild, sweet, and nutty flavor profile that’s sure to delight your patrons. With a firm body and smooth texture, it’s perfect for slicing or shredding, whether you’re adding them to sandwiches, burgers, omelets, pasta, or soups. Plus, it melts beautifully when heated, ensuring a creamy and irresistible finish to your culinary creations.","PART-SKIM MILK, CHEESE CULTURE, SALT, ENZYMES. AGED OVER 60 DAYS.CONTAINS: MILK",6/8-9#R,Chunk,,Ready to Eat,NATURAL CHEESE,,
schreiber-muenster-slices-10-1-22-slices/,071505015356,SCHREIBER MUENSTER SLICES – 10/1# 22 SLICES,"Add that signature mild, slightly salty muenster flavor profile to your menu with a soft, smooth texture that’s perfect for melting. And, with two separate stacks, this will help you cut down on prep and cleaning time. So, whether you’re grilling up sandwiches, crafting the ultimate breakfast sandwich, or topping cheeseburgers, this cheese will elevate your dishes to gourmet status.","PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES, COLOR ADDED. CONTAINS: MILK",10/1#,Slice,0.75oz.,Cold Application; Hot Application - Internal Melt,NATURAL CHEESE,3.5,3.75
provolone-chunk-6-8-random-weight/,071505011303,PROVOLONE CHUNK – 6/8# RANDOM WEIGHT,"Take your sandwiches and cheesesteaks to the next level with this delectable cheese! With its buttery, mild, and tangy flavor profile, each bite is guaranteed to be unforgettable. Its circular slice cut makes it perfect for layering and creating visually appealing dishes across the board with instant cheese type recognition.","PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES. CONTAINS: MILK",6/8#R,Chunk,,Ready to Eat,NATURAL CHEESE,,
jalapeno-cream-cheese-spread-bulk-1-30/,071505020138,JALAPENO CREAM CHEESE SPREAD BULK – 1/30#,"Ready to spice up your dishes with some creamy goodness? This spread is the perfect blend of heat and creaminess featuring a kick of heat with its jalapeno flavor. Plus, with its efficient bulk size, you don’t need to worry about the hassle and waste of dealing with smaller packages. So, whether you’re spreading it on a bagel, adding it to a wrap or sandwich, or using it as a dip for an easy appetizer, this spread helps you elevate every bite.","PASTEURIZED MILK AND CREAM, WATER, JALAPENO PEPPERS, SALT, CHEESE CULTURE, SUGAR, ONION POWDER, GUAR GUM, YEAST EXTRACT, MINCED GARLIC, NATURAL FLAVOR, JALAPENO PEPPERS*, VINEGAR, XANTHAN GUM, CAROB BEAN GUM, GARLIC POWDER, GREEN BELL PEPPER POWDER, SPICE, TOMATO POWDER, CITRIC ACID, NATAMYCIN (A NATURAL MOLD INHIBITOR). *DRIED CONTAINS: MILK",1/30#,Bulk,,Spreading,CREAM CHEESE,,
schreiber-low-moisture-part-skim-mozzarella-feather-shreds-4-5/,071505014175,SCHREIBER LOW MOISTURE PART-SKIM MOZZARELLA FEATHER SHREDS – 4/5#,"Crafted with a classic feather shred for optimal coverage, this ready-to-use cheese saves you prep time and features a mild and slightly salty dairy profile, making it perfect for any dish. Whether you’re topping off a sizzling skillet, creating the perfect pizza or pasta dish, or adding a cheesy finish to your salads, it delivers a craveable melty texture and flavor that’ll keep your consumers coming back for more.","LOW-MOISTURE PART-SKIM MOZZARELLA CHEESE (PASTEURIZED PART-SKIM MILK, CHEESE CULTURE, SALT, ENZYMES), POTATO STARCH ADDED TO PREVENT CAKING, NATAMYCIN (A NATURAL MOLD INHIBITOR). CONTAINS: MILK",4/5#,Shredded,,Hot Application - Internal Melt; Hot Application - Topical Melt; Cold Application,NATURAL CHEESE,,
level-valley-creamery-cream-cheese-spread-tub-4-5/,029244005008,LEVEL VALLEY CREAMERY CREAM CHEESE SPREAD TUB – 4/5#,"Want to add a creamy touch to your offerings? These cream cheese tubs are the perfect solution. With their soft, spreadable texture and mild flavor profile, they’re versatile enough to enhance a variety of dishes. Whether you’re spreading them on a bagel or pastry, mixing them into a flavorful spread, or incorporating them into sandwiches and wraps, these cream cheese tubs will elevate your kitchen creations effortlessly. Plus, their convenient size makes them easy to store and use at any time.","PASTEURIZED MILK AND CREAM, CHEESE CULTURE, SALT, GUAR GUM, CITRIC ACID, CAROB BEAN GUM, XANTHAN GUM, NATAMYCIN (A NATURAL MOLD INHIBITOR). CONTAINS: MILK",4/5#,Tub,,SPREADING,CREAM CHEESE,,
american-heritage-cream-cheese-bar-8oz-bar-3-packs-of-12/,030900111308,AMERICAN HERITAGE CREAM CHEESE BAR – 8OZ BAR 3 PACKS OF 12,"Easy to handle and store, this fully cultured cream cheese is a flavor powerhouse that elevates any dish. That’s right, cream cheese isn’t just for bagels anymore. With its clean, mild taste and smooth, medium-firm texture, it’s perfect for everything from cheesecakes, frostings, and savory spreads to innovative applications like sushi, tartines, and trendy cheese teas.","PASTEURIZED MILK AND CREAM, CHEESE CULTURE, SALT, GUAR GUM, XANTHAN GUM, CAROB BEAN GUM. CONTAINS: MILK",3/12/8OZ,Bar,,Baking/Frosting; Frying; Spreading,CREAM CHEESE,,
pepper-jack-feather-shreds-4-5/,030900310756,PEPPER JACK FEATHER SHREDS – 4/5#,"Turn up the heat with this mouthwatering cheese! Crafted with a buttery flavor and a spicy kick from jalapeno peppers, this will help you add a zesty twist to any situation. Whether it’s sprinkled over salads and tacos or melted into quesadillas and pasta, you’ll get a burst of flavor consumers will love. And with its feather shred, you’ll enjoy excellent cheese coverage without the hassle saving you precious prep time and space in the kitchen.","MONTEREY JACK CHEESE WITH JALAPENO PEPPERS (PASTEURIZED MILK, JALAPENO PEPPERS, CHEESE CULTURE, SALT, ENZYMES), POTATO STARCH ADDED TO PREVENT CAKING, NATAMYCIN (A NATURAL MOLD INHIBITOR). CONTAINS: MILK",4/5#,Shredded,,Hot Application - Internal Melt; Hot Application - Topical Melt; Cold Application,NATURAL CHEESE,,
